Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Compound,Payment_Option,Delivery_Date,Delivery_Term,City
Stand Alone Villa,25000000,5,6,555.0,No,Unknown,Madinaty,Cash,Ready to move,Finished,Madinaty
Stand Alone Villa,18900000,4,4,881.0,Unknown,Unknown,Stone Park,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Town House,4900000,3,3,201.0,No,Unknown,Madinaty,Installment,Unknown,Not Finished,Madinaty
Stand Alone Villa,21000000,4,6,460.0,Yes,Unknown,Madinaty,Cash,Ready to move,Finished,Madinaty
Town House,13500000,5,5,375.0,No,Unknown,Katameya Dunes,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Town House,4200000,3,3,280.0,Unknown,Unknown,Mena Garden City,Unknown Payment,Unknown,Unknown ,6th of October
Town House,255000,4,4,325.0,Unknown,Unknown,IL Bosco,Installment,Unknown,Unknown ,New Capital City
Twin House,380000,4,4,380.0,Unknown,Unknown,Unknown,Unknown Payment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,14000000,4,4,670.0,No,Unknown,Rehab City,Cash,Ready to move,Finished,Rehab City
Stand Alone Villa,2300000,6,3,440.0,No,Unknown,Cleopatra Palace,Cash or Installment,Ready to move,Semi Finished,Shorouk City
Stand Alone Villa,20000000,6,7,670.0,No,Unknown,Madinaty,Cash,Ready to move,Not Finished,Madinaty
Stand Alone Villa,1650000,5,5,344.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,6000000,3,2,648.0,No,Unknown,Unknown,Cash,Ready to move,Finished,Shorouk City
Twin House,4700000,3,3,191.0,No,Unknown,Madinaty,Cash,Ready to move,Not Finished,Madinaty
Twin House,12500000,4,4,442.0,No,Unknown,Dyar,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Town House,4000000,3,4,239.0,No,Unknown,IL Bosco,Cash or Installment,Unknown,Unknown ,New Capital City
Stand Alone Villa,14000000,,,550.0,Unknown,Unknown,Unknown,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Town House,4500000,3,3,260.0,No,Unknown,Sarai,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,23000000,7,9,446.0,No,Unknown,Cairo Festival City,Unknown Payment,Unknown,Semi Finished,New Cairo - El Tagamoa
Twin House,5700000,4,4,258.0,No,Unknown,IL Bosco,Cash or Installment,Unknown,Unknown ,New Capital City
Stand Alone Villa,11000000,4,3,360.0,Yes,Unknown,Unknown,Cash,Ready to move,Finished,Madinaty
Town House,4700000,3,3,202.0,No,Unknown,O West,Cash or Installment,2023,Semi Finished,6th of October
Stand Alone Villa,10500000,3,3,248.0,No,Unknown,Haptown,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Town House,4000000,3,4,200.0,No,Unknown,Unknown,Installment,Unknown,Unknown ,New Capital City
Town House,4400000,3,3,226.0,No,Unknown,Unknown,Cash,Ready to move,Not Finished,Madinaty
Town House,6739245,5,5,283.0,No,Unknown,Unknown,Cash or Installment,2024,Semi Finished,6th of October
Stand Alone Villa,1600000,5,3,308.0,No,Unknown,Unknown,Cash or Installment,Unknown,Semi Finished,Sheikh Zayed
Town House,2760000,5,4,260.0,No,Unknown,Sarai,Unknown Payment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,11000000,3,3,750.0,No,Unknown,Unknown,Cash,Ready to move,Not Finished,Madinaty
Stand Alone Villa,70000000,,6,,No,Unknown,Unknown,Cash,Unknown,Core & Shell,Kafr Abdo
Stand Alone Villa,10500000,3,3,640.0,No,Unknown,Al Rabwa,Cash,Unknown,Unknown ,Sheikh Zayed
Stand Alone Villa,7500000,4,4,740.0,Unknown,Unknown,Gardenia,Unknown Payment,Unknown,Unknown ,6th of October
Twin House,4700000,3,3,222.0,No,Unknown,Madinaty,Cash,Ready to move,Unknown ,Madinaty
Stand Alone Villa,7000000,9,10,,No,Unknown,Unknown,Cash or Installment,soon,Unknown ,New Cairo - El Tagamoa
Twin House,7000000,3,3,225.0,No,Unknown,Rehab City,Unknown Payment,Ready to move,Finished,Rehab City
Town House,4700000,3,3,190.0,No,Unknown,Not in Compound,Unknown Payment,Unknown,Finished,North Coast
Stand Alone Villa,2300000,6,6,340.0,Unknown,Unknown,Unknown,Cash or Installment,2024,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,9000000,4,4,530.0,No,Unknown,Rehab City,Cash,Unknown,Finished,Rehab City
Stand Alone Villa,10000000,6,6,750.0,Unknown,Unknown,Royal City,Unknown Payment,Unknown,Unknown ,Sheikh Zayed
Stand Alone Villa,3000000,5,4,410.0,Unknown,Unknown,Unknown,Cash or Installment,Ready to move,Unknown ,Sheikh Zayed
Stand Alone Villa,11700000,5,5,410.0,Unknown,Unknown,IL Bosco,Installment,2026,Unknown ,New Capital City
Town House,930000,4,3,450.0,Unknown,Unknown,Sarai,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,7800000,4,3,265.0,No,Unknown,Taj City,Cash or Installment,Ready to move,Not Finished,New Cairo - El Tagamoa
Stand Alone Villa,3000000,5,3,468.0,Unknown,Unknown,Unknown,Unknown Payment,Unknown,Unknown ,New Cairo - El Tagamoa
Town House,5200000,3,3,220.0,No,Unknown,Madinaty,Cash or Installment,Ready to move,Not Finished,Madinaty
Stand Alone Villa,825000,4,4,337.0,Unknown,Unknown,Sarai,Unknown Payment,Ready to move,Unknown ,New Cairo - El Tagamoa
Town House,550000,3,2,248.0,No,Unknown,Unknown,Unknown Payment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,1700000,6,4,308.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,Sheikh Zayed
Town House,4800000,3,2,328.0,No,Unknown,Grand Heights,Cash or Installment,Ready to move,Semi Finished,6th of October
Stand Alone Villa,1280000,4,3,265.0,No,Unknown,Taj City,Cash or Installment,Unknown,Not Finished,Madinaty
Twin House,8350000,3,3,251.0,Unknown,Unknown,IL Bosco,Installment,2023,Unknown ,New Capital City
Stand Alone Villa,5000000,4,4,387.0,No,Unknown,Al Maqsad,Cash or Installment,Ready to move,Finished,New Cairo - El Tagamoa
Stand Alone Villa,3000000,5,3,468.0,Unknown,Unknown,Taj City,Unknown Payment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,3000000,6,6,468.0,Unknown,Unknown,Unknown,Cash or Installment,Ready to move,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,3300000,5,5,516.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,17500000,4,4,454.0,No,Unknown,Madinaty,Cash,Ready to move,Finished,Madinaty
Stand Alone Villa,1000000,5,5,300.0,Unknown,Unknown,Palm Hills New Cairo,Cash or Installment,Ready to move,Unknown ,New Cairo - El Tagamoa
Town House,6500000,4,4,500.0,No,Unknown,Grand Heights,Cash,Ready to move,Finished,6th of October
Stand Alone Villa,6000000,5,5,265.0,No,Unknown,Tag Sultan,Cash or Installment,2024,Core & Shell,New Cairo - El Tagamoa
Stand Alone Villa,3000000,6,5,468.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,10000000,3,3,900.0,Unknown,Unknown,Unknown,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Stand Alone Villa,13000000,5,5,750.0,No,Unknown,Rehab City,Cash,Ready to move,Not Finished,Rehab City
Stand Alone Villa,10750000,5,5,870.0,No,Unknown,Rehab City,Cash,Ready to move,Not Finished,Rehab City
Stand Alone Villa,730000,5,3,246.0,No,Unknown,Sarai,Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,5400000,4,4,303.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Semi Finished,North Coast
Town House,3232000,3,3,165.0,No,Unknown,Tag Sultan,Cash or Installment,2023,Semi Finished,New Cairo - El Tagamoa
Town House,7000000,3,3,273.0,Unknown,Unknown,IL Bosco,Installment,2024,Unknown ,New Capital City
Stand Alone Villa,11000000,5,4,550.0,Yes,Unknown,Marina City,Cash,Ready to move,Finished,North Coast
Stand Alone Villa,4000000,4,5,500.0,No,Unknown,Unknown,Cash or Installment,Ready to move,Finished,Borg al-Arab
Town House,660000,4,3,225.0,No,Unknown,Unknown,Unknown Payment,Unknown,Unknown ,New Cairo - El Tagamoa
Town House,5900000,3,2,275.0,No,Unknown,EL Patio Prime,Installment,soon,Not Finished,Shorouk City
Twin House,4800000,3,3,355.0,Unknown,Unknown,Unknown,Cash,Ready to move,Finished,Sheikh Zayed
Stand Alone Villa,9800000,4,5,850.0,Unknown,Unknown,Gardenia Springs,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,16000000,7,5,695.0,Unknown,Unknown,Concord Gardens,Cash,Unknown,Finished,New Cairo - El Tagamoa
Town House,4400000,3,3,205.0,No,Unknown,Mountain View Chillout Park,Installment,2025,Not Finished,Sheikh Zayed
Town House,3450000,4,2,200.0,No,Unknown,Unknown,Cash or Installment,2026,Finished,New Capital City
Twin House,3600000,4,5,320.0,Unknown,Unknown,Pyramids Walk,Cash,Unknown,Semi Finished,6th of October
Twin House,16500000,5,5,354.0,Unknown,Unknown,Mivida,Installment,Ready to move,Unknown ,New Cairo - El Tagamoa
Twin House,5400000,4,4,284.0,No,Unknown,Jedar,Unknown Payment,Ready to move,Unknown ,Sheikh Zayed
Town House,5280000,3,3,208.0,No,Unknown,Unknown,Cash or Installment,Ready to move,Core & Shell,Shorouk City
Stand Alone Villa,11535037,5,5,338.0,Unknown,Unknown,Unknown,Cash or Installment,Ready to move,Unknown ,New Cairo - El Tagamoa
Town House,4800000,3,4,165.0,Unknown,Unknown,Taj City,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Town House,4350000,4,4,267.0,No,Unknown,Mena Garden City,Cash,Ready to move,Finished,6th of October
Stand Alone Villa,487000,3,3,145.0,Unknown,Unknown,Taj City,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,5240000,3,3,210.0,No,Unknown,Unknown,Installment,Ready to move,Semi Finished,6th of October
Stand Alone Villa,9380000,5,3,323.0,No,Unknown,EL Patio Prime,Cash or Installment,soon,Unknown ,Shorouk City
Stand Alone Villa,3600000,5,5,,No,Unknown,Unknown,Cash,Ready to move,Semi Finished,Sheikh Zayed
Stand Alone Villa,27500000,6,6,902.0,Unknown,Unknown,Unknown,Cash or Installment,Ready to move,Unknown ,New Cairo - El Tagamoa
Town House,7585000,4,4,177.0,No,Unknown,Azzar,Cash or Installment,2024,Core & Shell,New Cairo - El Tagamoa
Town House,8400000,3,3,315.0,Unknown,Unknown,Bellagio,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,12100000,4,4,380.0,No,Unknown,Maxim Country Club,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Twin House,10000000,3,3,440.0,Unknown,Unknown,Bellagio,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,9000000,3,3,560.0,Unknown,Unknown,Zizinia Gardens,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
Twin House,9950000,3,3,376.0,Unknown,Unknown,Mountain View Hyde Park,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
Twin House,5300000,5,4,325.0,Unknown,Unknown,Moon Valley,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
Town House,2100000,3,3,211.0,No,Unknown,Madinaty,Installment,2024,Core & Shell,Madinaty
Twin House,11500000,4,3,279.0,Unknown,Unknown,Uptown Cairo,Cash,Unknown,Finished,New Cairo - El Tagamoa
Twin House,6500000,3,3,305.0,Unknown,Unknown,New Giza,Cash,Ready to move,Semi Finished,6th of October
Town House,6160000,5,4,329.0,No,Unknown,Cleopatra Palace,Cash or Installment,Ready to move,Finished,Shorouk City
Town House,9500000,3,3,365.0,Unknown,Unknown,Bellagio,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,19500000,4,4,550.0,Unknown,Unknown,Madinaty,Cash,Ready to move,Finished,Madinaty
Stand Alone Villa,1500000,4,4,271.0,Unknown,Unknown,Unknown,Unknown Payment,Unknown,Unknown ,New Cairo - El Tagamoa
Twin House,11000000,3,3,490.0,Unknown,Unknown,Bellagio,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
Town House,840000,3,3,250.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,17600000,6,5,570.0,No,Unknown,Al Maqsad,Cash or Installment,Ready to move,Finished,New Capital City
Stand Alone Villa,22000000,7,7,,No,Unknown,Madinaty,Cash,Ready to move,Finished,Madinaty
Stand Alone Villa,18000000,5,7,360.0,Unknown,Unknown,Allegria,Cash,Ready to move,Finished,Sheikh Zayed
Town House,480000,3,2,165.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,Heliopolis
Stand Alone Villa,719000,4,3,197.0,No,Unknown,Unknown,Cash or Installment,Unknown,Finished,6th of October
Stand Alone Villa,719000,4,3,197.0,No,Unknown,Unknown,Cash or Installment,Unknown,Finished,6th of October
Stand Alone Villa,23000000,4,4,340.0,Unknown,Unknown,Allegria,Cash,Ready to move,Finished,Sheikh Zayed
Town House,480000,3,2,165.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Town House,634000,4,4,324.0,No,Unknown,Beta Greens,Installment,Ready to move,Not Finished,Mostakbal City
Stand Alone Villa,18000000,3,3,800.0,Unknown,Unknown,Bellagio,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
Twin House,9000000,5,5,640.0,No,Unknown,Unknown,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Town House,5500000,5,5,249.0,Unknown,Unknown,Unknown,Cash,Ready to move,Finished,Sheikh Zayed
Twin House,6450000,3,3,247.0,Unknown,Unknown,EL Patio Casa,Installment,2023,Core & Shell,Shorouk City
Stand Alone Villa,22000000,5,6,600.0,Unknown,Unknown,Allegria,Cash,Ready to move,Semi Finished,Sheikh Zayed
Stand Alone Villa,20000000,3,3,810.0,Unknown,Unknown,Bellagio,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,3200000,4,2,300.0,Unknown,Unknown,Mountain View iCity,Unknown Payment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,10500000,4,4,650.0,Unknown,Unknown,Al Rabwa,Unknown Payment,Unknown,Unknown ,Sheikh Zayed
Stand Alone Villa,14000000,6,6,,Unknown,Unknown,Unknown,Unknown Payment,Unknown,Unknown ,Sheikh Zayed
Stand Alone Villa,12000000,5,5,800.0,No,Unknown,Unknown,Cash,Unknown,Unknown ,Sheikh Zayed
Stand Alone Villa,22500000,3,3,,Unknown,Unknown,Bellagio,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,10000000,3,3,377.0,Unknown,Unknown,EL Patio Casa,Installment,2023,Core & Shell,Shorouk City
Stand Alone Villa,8000000,6,4,836.0,No,Unknown,Unknown,Cash,Unknown,Not Finished,New Cairo - El Tagamoa
Town House,5000000,4,4,251.0,Unknown,Unknown,Royal Meadows,Cash,Ready to move,Semi Finished,Sheikh Zayed
Stand Alone Villa,5000000,3,3,276.0,Unknown,Unknown,Mena Garden City,Unknown Payment,Unknown,Unknown ,6th of October
Stand Alone Villa,18000000,3,3,700.0,Unknown,Unknown,Bellagio,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
Town House,8800000,3,3,257.0,No,Unknown,Villette,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Twin House,7000000,3,3,330.0,Unknown,Unknown,Hyde Park New Cairo,Unknown Payment,Ready to move,Unknown ,New Cairo - El Tagamoa
Twin House,9000000,3,4,298.0,Unknown,Unknown,Jedar,Cash,Ready to move,Finished,6th of October
Stand Alone Villa,8000000,10,7,730.0,No,Unknown,Unknown,Cash,Unknown,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,6500000,4,5,,Unknown,Unknown,Unknown,Cash,Ready to move,Semi Finished,Sheikh Zayed
Town House,4200000,3,3,175.0,No,Unknown,Unknown,Cash or Installment,Unknown,Not Finished,New Cairo - El Tagamoa
Stand Alone Villa,268000,3,3,178.0,No,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Twin House,7800000,5,4,300.0,No,Unknown,Sun Capital,Cash or Installment,Ready to move,Semi Finished,6th of October
Town House,7400000,4,4,364.0,Unknown,Unknown,Palm Valley,Cash,Ready to move,Semi Finished,6th of October
Stand Alone Villa,23000000,5,5,615.0,No,Unknown,Cairo Festival City,Unknown Payment,Ready to move,Not Finished,New Cairo - El Tagamoa
Twin House,8500000,4,4,270.0,Unknown,Unknown,Unknown,Installment,2026,Not Finished,Sheikh Zayed
Stand Alone Villa,20000000,5,5,500.0,Yes,Unknown,Rehab City,Cash,Ready to move,Finished,Rehab City
Twin House,7850000,4,4,320.0,Unknown,Unknown,Royal Meadows,Cash,Ready to move,Semi Finished,Sheikh Zayed
Town House,5500000,4,4,300.0,Unknown,Unknown,Unknown,Cash,Ready to move,Finished,Sheikh Zayed
Stand Alone Villa,8000000,5,4,736.0,Unknown,Unknown,Unknown,Cash,Ready to move,Not Finished,New Cairo - El Tagamoa
Stand Alone Villa,24000000,5,4,812.0,Unknown,Unknown,Al Rabwa,Cash,Ready to move,Finished,Sheikh Zayed
Stand Alone Villa,8000000,5,4,450.0,No,Unknown,Rehab City,Cash,Ready to move,Finished,Rehab City
Twin House,100000,4,4,324.0,Unknown,Unknown,Mountain View Hyde Park,Unknown Payment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,4200000,4,4,465.0,No,Unknown,Madinaty,Installment,Ready to move,Not Finished,Madinaty
Town House,6700000,3,4,247.0,No,Unknown,Hyde Park New Cairo,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Twin House,7875000,4,3,300.0,No,Unknown,El Karma,Cash,Ready to move,Finished,Sheikh Zayed
Stand Alone Villa,26000000,6,7,900.0,No,Unknown,Palm Hills Katameya,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Stand Alone Villa,5200000,5,4,620.0,No,Unknown,Unknown,Cash,Ready to move,Semi Finished,6th of October
Stand Alone Villa,100000,4,4,278.0,Unknown,Unknown,Mountain View Hyde Park,Unknown Payment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,12500000,3,4,228.0,No,Unknown,Mivida,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Twin House,7900000,4,2,240.0,No,Unknown,Al Burouj,Installment,Unknown,Not Finished,Shorouk City
Town House,100000,4,4,273.0,Unknown,Unknown,Mountain View Hyde Park,Unknown Payment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,3000000,4,4,371.0,Unknown,Unknown,Unknown,Cash or Installment,Ready to move,Unknown ,Sheikh Zayed
Twin House,5700000,4,3,350.0,No,Unknown,Unknown,Installment,Ready to move,Not Finished,Madinaty
Twin House,11000000,3,2,374.0,Unknown,Unknown,O West,Cash or Installment,2023,Finished,West Somid
Stand Alone Villa,14500000,5,4,748.0,Unknown,Unknown,Rehab City,Cash,Ready to move,Not Finished,Rehab City
Town House,7000000,4,3,298.0,No,Unknown,Hyde Park New Cairo,Cash,Ready to move,Not Finished,New Cairo - El Tagamoa
Stand Alone Villa,2000000,3,3,197.0,Unknown,Unknown,Badya Palm Hills,Unknown Payment,Ready to move,Unknown ,Sheikh Zayed
Twin House,3300000,4,3,265.0,No,Unknown,Unknown,Cash,Ready to move,Not Finished,New Cairo - El Tagamoa
Stand Alone Villa,25000000,6,6,650.0,No,Unknown,EL Patio 2,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Town House,725000,4,4,176.0,No,Unknown,Azzar,Installment,Unknown,Not Finished,New Cairo - El Tagamoa
Stand Alone Villa,6500000,5,4,375.0,No,Unknown,Unknown,Cash or Installment,Ready to move,Finished,Sheikh Zayed
Town House,3279000,4,6,290.0,Unknown,Unknown,Sarai,Installment,soon,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,12300000,5,4,664.0,No,Unknown,Kattameya Gardens,Cash or Installment,Ready to move,Not Finished,New Cairo - El Tagamoa
Stand Alone Villa,11275000,4,5,387.0,No,Unknown,Flowers Park,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Town House,6050000,3,3,200.0,No,Unknown,Unknown,Cash or Installment,Unknown,Semi Finished,Shorouk City
Town House,5400000,3,3,231.0,No,Unknown,Madinaty,Cash or Installment,Ready to move,Core & Shell,Madinaty
Town House,442750,3,3,258.0,No,Unknown,Unknown,Installment,2025,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,9000000,,,780.0,Unknown,Unknown,Unknown,Unknown Payment,Unknown,Unknown ,Sheikh Zayed
Town House,4600000,3,4,258.0,No,Unknown,IL Bosco,Installment,Unknown,Unknown ,New Capital City
Town House,3950000,3,3,199.0,No,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,Sheikh Zayed
Stand Alone Villa,100000,4,3,230.0,Unknown,Unknown,Mountain View Hyde Park,Unknown Payment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,11000000,,,701.0,No,Unknown,Unknown,Cash or Installment,Ready to move,Semi Finished,6th of October
Stand Alone Villa,23000000,6,8,,Unknown,Unknown,Palm Hills Katameya,Unknown Payment,Ready to move,Unknown ,New Cairo - El Tagamoa
Twin House,8285000,4,4,300.0,No,Unknown,Palm Hills New Cairo,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Twin House,100000,5,5,378.0,Unknown,Unknown,Mountain View Hyde Park,Unknown Payment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,8500000,7,7,600.0,No,Unknown,Unknown,Cash,Ready to move,Finished,6th of October
Town House,2755000,6,5,260.0,No,Unknown,Sarai,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,19000000,4,5,474.0,No,Unknown,Mivida,Cash or Installment,Unknown,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,246000,3,3,147.0,No,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Twin House,8500000,4,5,300.0,No,Unknown,Azzar,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,11000000,3,3,558.0,Unknown,Unknown,Zizinia Gardens,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,3950000,4,3,271.0,No,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,Sheikh Zayed
Stand Alone Villa,10000000,3,3,880.0,Unknown,Unknown,Zizinia Gardens,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,3500000,,,511.0,Unknown,Unknown,Unknown,Unknown Payment,Unknown,Unknown ,6th of October
Stand Alone Villa,100000,5,4,300.0,Unknown,Unknown,Mountain View Hyde Park,Unknown Payment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,12000000,3,3,400.0,Unknown,Unknown,Zizinia Gardens,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
